14
20 79
66 27 20
5 49 70
43 36 0
16 89 9
92 70 19
26 88 35
18 33 5
39 53 80
42 56 96
44 63 47
52 50 4
48 84 93
9 11 2
16 27 83
55 89 31
29 2 84
9 8 62
60 64 53
15 2 50
84 53 75
67 69 26
20 79 36
42 66 48
25 92 29
13 50 1
85 16 69
8 84 35
63 84 37
11 55 72
22 34 70
28 22 27
83 25 17
66 41 94
36 12 94
31 69 35
46 87 38
85 10 71
50 18 42
31 76 70
60 71 73
45 29 51
49 90 4
91 80 77
27 55 17
87 8 51
4 82 80
75 92 19
65 65 3
19 75 33
34 50 47
74 83 10
75 74 36
59 35 26
8 48 9
34 52 40
25 43 63
64 31 95
63 74 45
17 55 29
39 77 60
2 46 48
58 87 36
31 23 4
4 81 55
27 65 11
30 57 54
91 66 52
24 63 23
65 74 72
50 25 49
75 66 19
12 21 41
78 80 66
1 62 55
42 61 54
79 40 87
50 65 62
86 34 72
83 9 67
33 74 34
80 80 15
19 47 93
39 43 66
34 38 42
91 10 75
38 48 57
47 14 51
82 66 19
52 9 28
53 4 59
10 20 77
20 55 64
30 37 9
84 20 84
21 52 31
33 12 63
32 24 59
3 54 85
14 45 20
52 82 86
64 65 9
44 69 99
81 68 79
50 92 74
76 39 26
79 18 93
5 92 27
16 19 91
68 92 30
48 49 8
70 6 75
17 92 57
55 43 49
56 66 11
27 38 42
35 68 37
40 6 38
4 48 54
42 47 74
61 37 36
18 85 57
89 84 73
47 61 62
57 47 0
14 71 43
63 59 47
3 49 96
51 12 67
54 51 70
54 83 95
71 47 35
77 59 82
79 51 50
78 13 7
1 37 46
28 2 94
80 66 95
16 74 4
6 84 45
76 73 24
4 70 35
23 83 13
41 91 98
71 25 16
49 59 58
33 38 35
87 80 84
79 66 12
13 36 56
89 32 34
12 2 28
14 19 3
57 56 20
37 20 93
72 15 17
92 59 76
76 28 75
40 51 34
17 11 54
82 17 41
13 76 51
68 88 68
56 89 45
30 7 15
15 58 75
85 39 42
70 46 50
20 22 19
34 91 25
85 25 32
54 38 88
68 2 1
85 28 30
34 1 84
27 78 58
92 67 71
15 64 35
67 21 7
13 90 44
56 81 88
17 73 94
58 47 8
63 70 70
73 50 54
76 52 92
72 59 71
68 10 19
64 66 55
45 49 1
9 64 78
55 53 56
27 76 59
76 17 2
55 81 73
62 45 89
3 73 73
53 56 2
10 17 21
36 31 77
55 78 56
68 58 6
45 48 94
78 67 56
7 49 66
75 52 99
49 58 83
70 53 76
64 1 71
50 44 78
68 51 35
60 55 80
48 76 92
19 11 14
79 88 12
89 62 16
85 29 39
15 54 65
73 87 30
44 89 1
87 59 76
84 36 43
12 88 85
60 24 95
11 65 76
26 31 53
46 55 22
70 74 33
80 22 16
73 90 15
90 59 74
17 59 9
88 63 18
74 92 64
15 75 72
57 81 0
21 87 96
22 70 37
16 63 18
34 21 30
69 8 76
41 14 21
79 3 31
60 40 81
15 90 50
19 84 44
18 45 17
80 55 33
89 83 62
66 76 10
19 40 61
48 92 2
33 48 70
61 56 87
45 21 70
66 52 91
49 81 82
83 55 8
89 86 21
81 91 72
5 10 47
29 43 72
90 71 22
75 13 24
49 41 57
54 40 62
89 1 32
31 17 41
81 71 15
14 37 86
82 57 62
2 75 31
3 1 0
74 79 67
59 21 10
61 21 13
73 8 1
37 81 67
46 6 24
12 16 69
51 61 89
68 80 52
10 42 34
85 19 61
38 1 74
65 3 42
27 45 45
8 26 22
68 74 28
63 77 49
5 59 50
34 39 47
62 14 33
9 62 59
64 44 37
39 13 94
11 2 30
29 48 12
40 10 89
51 65 32
69 43 19
30 72 62
56 21 4
37 87 71
59 30 43
39 6 68
58 42 45
55 33 58
1 67 31
33 63 70
58 58 47
8 64 35
89 51 88
16 57 77
3 89 85
85 40 82
56 85 4
67 15 37
51 64 88
86 72 83
73 42 95
45 90 61
62 83 51
37 56 88
87 69 6
71 17 23
76 91 56
78 19 86
34 14 50
34 56 99
61 38 55
11 88 23
14 51 87
37 39 93
42 59 52
64 91 10
6 49 86
3 41 98
55 66 91
88 52 42
38 64 28
2 18 36
41 59 46
87 66 11
57 59 75
10 64 46
83 52 89
10 38 35
41 19 3
25 18 66
26 24 93
36 82 50
92 46 26
15 10 60
51 46 85
38 73 5
4 72 78
91 8 33
13 9 36
79 87 34
57 54 2
20 83 80
47 45 83
4 75 92
22 89 20
2 82 51
83 67 64
79 37 16
20 19 77
44 59 72
16 13 18
68 46 14
39 56 50
74 19 25
20 15 65
80 30 18
15 68 86
20 21 6
66 39 31
19 76 12
86 16 97
60 29 86
41 82 32
32 69 18
46 27 66
69 52 48
86 61 48
60 58 41
35 40 80
88 60 70
74 84 9
59 61 81
86 21 73
8 20 11
57 15 83
21 60 98
70 80 85
51 4 43
1 50 66
9 67 78
45 89 46
18 35 48
85 4 55
91 37 30
4 52 15
49 12 6
12 67 7
22 2 14
4 57 97
7 44 15
88 47 23
59 89 59
63 45 7
14 86 71
6 65 16
3 83 30
68 66 82
39 33 3
70 13 37
77 45 5
39 87 78
14 32 30
27 39 97
36 5 77
18 34 87
66 44 31
19 87 25
1 14 34
81 77 10
8 28 6
6 76 66
16 40 84
67 77 84
58 88 13
67 30 12
62 73 11
30 75 57
46 75 96
40 62 1
7 82 82
76 5 74
8 83 10
72 81 16
52 29 43
39 11 11
57 5 94
42 79 51
47 60 4
42 15 6
70 42 89
73 2 74
36 64 11
8 43 62
27 90 12
46 73 22
89 13 44
78 22 35
12 84 21
71 35 95
27 22 92
59 10 59
9 31 59
53 89 64
66 19 22
11 54 79
84 42 16
2 54 38
81 31 48
12 76 0
71 53 55
85 26 90
48 62 42
75 78 13
35 92 50
28 48 23
2 44 86
19 9 39
19 81 54
69 10 68
72 41 88
6 58 30
92 18 14
63 67 62
39 19 30
74 18 85
24 71 22
13 35 43
71 52 14
91 2 28
55 63 2
7 66 64
55 1 93
1 76 61
20 20 60
33 32 79
71 26 98
42 6 64
27 87 47
51 60 44
90 77 26
38 37 45
31 90 36
62 53 27
14 17 48
69 79 15
49 16 88
20 25 26
49 44 15
68 29 76
71 20 22
26 91 49
50 83 87
77 84 46
46 91 12
26 17 55
63 56 15
17 52 57
1 23 13
13 66 15
58 21 0
10 62 62
33 65 41
83 45 87
56 3 17
86 66 93
74 41 12
51 85 93
51 6 91
67 10 9
35 86 78
33 64 73
65 81 22
45 16 89
71 11 96
6 22 32
75 14 28
61 53 47
71 33 15
29 92 95
45 70 94
25 72 71
40 77 25
9 82 84
28 45 41
73 64 94
62 51 24
31 3 87
44 26 11
3 20 74
25 59 49
15 12 68
33 33 78
5 70 44
10 35 34
10 34 63
56 2 61
31 41 8
50 70 59
29 35 92
78 28 27
29 7 12
72 85 71
17 69 84
59 48 42
7 2 98
66 78 32
63 34 81
37 26 44
5 73 0
50 82 2
24 2 54
84 91 57
89 91 70
84 15 10
18 62 67
37 72 15
29 17 47
60 68 21
90 90 41
30 41 28
25 22 62
4 61 61
8 21 42
26 20 21
85 80 15
62 63 86
7 72 99
6 92 31
27 51 82
81 60 58
4 6 50
44 91 98
42 69 4
56 17 60
6 61 48
38 52 83
13 54 95
61 43 86
60 86 15
11 75 20
18 57 7
4 29 69
8 27 19
56 7 76
47 46 54
67 87 25
80 32 29
64 16 39
26 21 2
86 39 43
92 28 94
3 34 30
80 77 75
89 35 78
30 24 79
62 44 56
85 88 86
38 57 32
88 55 60
67 76 37
58 51 21
62 6 96
3 23 30
84 80 37
36 85 1
67 33 18
23 17 9
19 89 47
45 74 72
61 84 73
66 57 99
31 16 38
55 22 29
47 44 39
91 70 74
42 2 27
3 35 35
3 36 72
34 88 12
70 47 92
5 61 82
88 7 47
64 11 13
57 17 20
77 22 71
12 63 43
14 31 7
70 77 42
64 37 67
67 22 26
37 7 15
54 85 53
52 18 2
63 37 55
46 56 80
19 70 21
7 54 71
52 63 46
24 16 93
63 21 7
69 38 82
57 75 32
17 45 87
49 10 19
15 15 83
61 57 79
36 40 2
36 22 76
25 4 70
78 45 4
26 62 87
68 14 8
1 22 99
29 9 73
2 40 66
52 61 27
68 49 25
11 50 10
17 88 8
47 72 87
91 91 33
80 75 16
4 77 41
64 54 22
48 55 4
44 34 31
6 59 38
35 79 71
9 49 69
88 56 12
40 14 76
66 6 90
71 16 10
31 29 11
21 27 7
66 37 21
16 82 23
49 29 30
42 11 21
53 68 72
55 10 90
82 39 40
11 59 40
73 41 58
14 83 58
77 5 48
87 35 13
85 47 27
37 10 88
78 17 25
23 71 23
17 90 18
80 61 32
9 9 53
4 64 86
6 23 93
32 53 24
53 75 44
25 88 83
11 21 70
40 64 5
13 51 36
15 85 83
19 43 65
24 3 42
47 39 81
5 45 80
6 43 26
33 17 77
29 1 68
51 75 9
64 35 39
86 85 19
28 61 75
18 42 78
4 56 65
16 52 17
60 20 90
92 15 6
85 49 64
41 45 56
71 59 96
43 35 23
47 16 13
39 61 94
46 19 62
14 21 16
63 64 14
16 87 66
72 80 66
75 3 90
24 39 82
35 11 65
59 31 66
36 81 86
31 47 16
72 57 86
63 1 3
10 8 52
89 47 38
59 14 84
56 40 18
12 83 35
36 47 64
26 51 18
55 31 40
2 33 96
72 77 63
76 22 27
66 40 56
57 62 80
25 30 52
87 87 70
15 44 11
76 77 70
36 19 38
72 62 52
2 4 38
10 26 7
87 34 76
25 80 25
89 30 55
17 9 98
39 78 11
50 50 30
40 3 11
75 67 76
6 80 22
18 81 88
9 15 17
18 44 78
40 81 37
16 32 78
2 50 39
78 35 90
21 69 1
70 87 95
89 67 14
10 56 83
74 39 97
77 3 18
41 92 49
54 72 82
64 52 24
58 45 56
21 40 99
12 39 38
92 82 24
15 19 99
41 23 15
4 38 18
78 10 30
83 53 11
47 13 82
31 63 75
54 24 57
11 45 50
81 26 19
54 37 52
71 84 11
39 71 42
17 89 85
65 34 2
1 49 68
46 83 63
60 31 25
49 28 44
36 50 48
61 16 67
22 13 68
22 47 93
65 71 10
54 28 16
36 53 69
5 52 74
84 67 54
54 86 71
75 54 5
30 81 57
81 76 61
25 2 88
65 8 21
24 48 24
4 86 84
90 74 84
90 26 77
49 26 37
63 32 91
30 16 10
37 67 5
13 88 14
75 38 96
65 15 35
15 41 76
13 41 78
27 69 88
2 2 60
78 29 65
67 58 41
54 33 83
49 66 32
4 1 87
2 3 62
53 28 35
71 2 95
77 33 80
34 55 54
45 79 74
32 31 6
70 34 37
60 5 71
4 46 92
82 15 19
92 34 65
65 2 96
30 19 6
81 29 44
52 13 95
35 66 14
37 2 4
23 51 82
73 75 83
71 61 76
25 33 38
79 86 29
34 36 4
69 84 77
80 16 37
73 57 29
30 60 27
62 25 95
89 71 44
18 89 67
61 3 40
34 74 44
31 33 66
12 5 44
29 67 31
26 46 27
79 1 18
9 28 52
41 52 96
35 32 76
68 39 46
66 50 63
74 56 67
74 81 52
66 88 62
23 75 7
1 8 51
47 20 94
92 91 43
4 63 88
40 49 91
37 11 42
59 28 85
48 77 69
12 66 49
87 17 40
78 65 33
20 69 86
32 70 56
8 2 57
1 45 77
78 72 6
56 58 2
71 50 13
42 82 0
44 82 86
4 7 97
28 67 46
35 5 0
9 16 36
89 40 70
59 88 34
40 82 73
78 7 90
46 29 12
67 52 36
1 85 73
28 37 56
14 10 43
30 3 41
29 83 95
31 20 42
33 35 32
34 57 6
36 83 24
49 30 54
22 63 95
3 43 30
9 35 44
65 25 88
6 13 48
6 45 23
18 68 61
60 22 22
38 90 65
35 17 38
59 70 26
72 50 76
47 8 27
72 71 6
64 29 66
29 74 36
66 32 5
20 50 26
16 39 84
62 60 14
20 65 41
82 69 18
42 78 36
58 39 98
79 12 61
34 53 12
80 49 72
4 16 94
83 84 31
16 79 80
55 86 59
2 9 26
26 15 83
51 10 46
78 47 15
56 87 74
51 24 52
68 22 4
44 58 25
66 66 41
85 38 11
88 10 81
9 84 8
44 38 29
29 65 25
18 1 62
21 57 90
1 59 90
36 36 87
80 62 33
47 76 49
49 62 67
41 47 94
4 83 49
33 61 4
76 68 31
43 32 24
88 49 22
67 43 8
77 9 35
37 76 66
25 7 0
32 19 91
69 9 79
88 31 7
92 44 27
50 41 8
52 12 54
11 89 62
79 11 92
43 10 92
25 34 89
60 89 78
5 72 86
86 19 0
39 81 21
55 55 23
82 37 83
18 80 43
49 38 6
40 41 48
17 32 50
56 31 90
88 27 26
83 48 69
32 64 66
63 68 10
24 13 75
43 84 98
43 1 15
77 73 1
87 1 9
69 18 63
26 57 85
70 83 16
48 48 93
57 41 37
87 31 56
81 70 40
53 82 99
22 72 62
1 7 37
26 58 44
24 34 43
54 34 77
27 14 72
62 22 47
82 14 61
9 65 88
63 75 6
56 6 47
58 66 50
91 56 0
66 67 82
31 6 19
86 80 90
57 14 53
85 46 0
11 28 74
22 88 56
65 60 17
61 40 75
49 46 47
11 84 41
32 36 85
29 24 91
53 18 71
60 50 19
1 21 40
55 4 89
82 20 84
20 62 84
47 74 78
19 55 95
78 58 38
48 42 64
42 75 59
57 52 33
8 59 58
33 53 19
82 38 76
45 88 34
48 14 39
55 24 45
89 42 36
24 8 47
45 60 69
7 69 88
26 55 29
9 54 23
64 5 35
84 65 97
79 91 59
66 38 91
91 74 28
61 29 18
54 10 75
22 12 14
24 56 42
4 87 6
33 50 16
70 82 10
26 45 41
32 84 36
25 52 8
48 56 79
28 60 26
85 6 62
21 30 49
19 64 66
46 3 24
20 66 50
90 48 31
36 57 55
86 58 27
49 18 33
20 43 91
24 88 11
8 38 60
20 80 19
43 65 99
30 70 7
86 81 26
27 81 27
52 31 85
55 8 22
9 42 8
33 37 10
21 37 90
73 65 76
8 80 44
82 46 1
22 44 5
38 74 49
80 60 89
43 63 83
18 73 42
84 25 73
85 91 35
21 79 47
33 47 53
53 41 54
91 11 94
25 63 58
92 30 81
58 11 61
5 87 36
52 77 1
37 65 34
89 66 52
71 8 50
81 69 41
51 80 42
22 14 61
35 56 78
16 26 64
8 60 10
16 2 91
63 9 1
12 81 66
76 82 7
7 61 21
84 88 13
50 46 37
18 76 83
9 78 59
86 5 79
64 3 29
41 9 9
62 21 25
21 43 62
61 19 77
72 20 27
92 60 96
36 70 70
14 55 52
47 10 64
35 27 78
91 69 43
8 3 34
38 46 74
41 28 9
42 83 44
58 61 40
58 3 9
58 16 67
28 88 36
63 82 57
65 68 41
74 12 12
55 72 87
2 69 51
12 92 25
76 80 8
33 20 47
9 86 42
53 54 75
36 56 70
38 91 49
7 64 42
77 87 46
39 4 86
47 55 8
91 40 48
6 36 33
54 20 76
41 1 97
62 56 4
75 31 4
89 69 96
21 70 99
54 78 51
90 80 27
53 30 32
51 33 67
71 87 50
77 27 39
67 54 86
37 9 63
83 81 4
23 45 85
72 58 14
40 72 15
13 17 34
62 58 10
89 65 51
77 7 45
52 70 47
86 63 39
12 55 35
34 31 47
42 7 11
51 49 28
63 26 45
34 11 81
43 38 35
17 66 17
9 57 43
18 17 65
53 7 92
81 63 63
64 58 22
48 79 34
47 12 53
85 82 1
80 43 93
75 32 35
63 73 95
41 76 48
39 8 71
19 24 97
21 49 61
35 1 2
10 12 49
40 1 13
4 23 0
13 23 89
68 56 32
79 78 49
13 34 12
70 49 91
78 83 56
18 54 44
60 3 36
54 87 64
68 30 98
47 54 60
77 66 7
81 43 26
9 44 0
13 64 47
67 60 76
74 58 66
22 29 69
16 88 11
36 15 84
84 55 97
77 12 18
76 88 60
78 2 84
51 25 16
37 40 76
30 88 43
36 61 2
63 63 23
6 14 72
13 65 44
26 67 49
71 43 12
91 63 43
40 74 49
2 77 13
83 72 67
79 85 18
39 22 40
76 78 54
87 7 28
51 90 21
30 64 21
7 39 80
58 77 17
27 2 86
34 34 81
56 52 34
23 55 63
53 45 91
34 28 83
5 41 91
89 23 69
40 71 94
18 63 92
23 36 9
62 50 62
26 29 37
7 62 52
73 56 47
18 55 71
88 88 16
79 43 79
6 3 0
59 73 48
48 23 21
29 84 23
28 24 3
69 70 3
40 67 61
16 5 19
85 59 64
52 10 35
76 90 35
45 71 24
44 12 47
45 32 33
30 42 31
29 79 18
90 67 56
54 79 99
64 57 14
70 66 72
89 12 40
43 16 98
44 52 61
38 58 7
45 9 1
75 56 49
86 42 99
79 41 53
53 44 84
87 20 17
30 27 24
85 85 15
1 68 36
26 52 91
85 21 25
54 42 40
84 38 25
15 89 24
7 10 78
7 58 74
69 75 41
4 42 56
31 7 7
42 13 99
28 84 31
32 29 44
81 50 92
7 70 73
87 91 96
25 66 5
30 35 20
22 32 56
74 74 51
88 40 68
88 73 57
91 27 7
1 81 18
53 29 71
17 75 7
39 39 10
38 36 11
72 33 72
8 29 84
36 88 16
57 83 66
57 32 32
90 8 99
41 81 83
29 27 57
14 73 80
28 56 36
78 48 11
71 34 87
14 12 69
23 72 22
72 89 22
2 34 90
69 30 33
66 31 44
10 32 31
90 21 33
22 54 73
2 52 99
88 75 38
22 37 20
49 78 15
73 55 46
1 53 51
86 74 75
88 41 0
91 24 69
38 30 4
20 12 20
62 15 9
3 47 61
27 9 23
11 11 28
9 14 59
13 86 60
45 20 54
90 4 68
5 17 23
26 74 45
91 62 57
32 77 28
72 38 13
44 87 6
24 41 69
26 73 29
49 36 89
7 86 8
25 36 87
12 32 93
42 52 7
48 68 21
18 67 92
54 69 79
22 82 56
79 60 19
33 62 18
14 88 60
62 65 89
42 49 50
81 22 96
22 59 19
79 49 8
14 60 70
11 1 31
7 17 34
79 65 76
82 79 19
9 51 81
16 69 19
55 28 16
74 9 83
3 59 39
55 9 8
38 83 90
69 47 14
49 64 87
66 14 77
47 73 29
91 16 92
89 48 83
27 67 38
10 83 30
82 10 68
22 84 89
28 30 63
50 7 94
36 2 33
79 59 92
62 35 78
85 43 44
69 5 32
41 63 63
16 81 42
30 2 74
75 81 76
70 58 10
88 78 60
23 76 92
74 46 71
44 32 27
37 37 89
6 25 46
82 51 62
61 91 77
3 62 7
70 48 0
87 65 89
45 68 99
33 60 6
74 42 29
23 27 72
83 2 11
18 32 35
60 74 66
91 43 16
44 41 63
46 31 55
42 60 9
17 1 36
72 65 78
92 40 42
38 32 68
77 43 4
55 74 67
49 20 72
32 50 26
35 53 83
90 79 3
78 77 77
30 85 95
33 41 74
30 61 18
56 55 36
3 12 63
20 92 91
65 91 41
71 7 51
19 33 72
82 26 83
1 88 5
64 72 37
55 50 2
80 88 33
3 18 43
89 6 13
69 85 15
87 41 84
10 39 4
29 44 26
23 5 79
56 77 1
3 3 0
60 59 19
11 36 49
46 13 50
7 33 82
34 15 56
68 25 14
23 82 45
64 92 77
62 47 88
10 24 6
49 23 17
35 31 33
85 11 36
13 11 65
22 71 16
67 36 13
63 83 52
44 74 8
43 86 76
65 22 37
20 57 22
13 13 53
18 66 17
78 16 75
29 23 79
72 42 78
32 3 50
65 53 75
66 92 70
44 73 40
21 66 97
39 80 40
79 15 23
61 78 26
39 67 15
62 42 52
61 75 47
8 86 15
89 73 83
57 74 85
42 51 35
21 21 82
31 28 89
24 81 0
89 79 7
57 76 5
58 52 56
50 45 57
81 90 82
10 86 90
47 28 88
52 72 58
84 23 54
11 61 92
55 6 39
90 5 43
72 35 45
9 75 52
86 49 14
83 64 99
80 67 69
47 32 55
75 16 15
29 87 78
44 1 19
7 28 69
88 33 55
7 43 93
30 26 64
58 10 44
58 27 68
6 2 33
66 62 27
52 27 59
66 59 14
4 33 1
57 19 58
36 59 37
88 51 94
4 37 12
85 7 14
32 56 54
64 84 92
76 10 5
15 78 59
44 55 45
72 46 71
23 92 93
16 23 24
53 40 94
24 87 24
53 2 98
27 44 33
18 23 48
25 81 76
24 83 88
15 87 65
91 30 64
50 84 96
30 30 95
71 28 3
56 15 85
46 15 70
31 5 20
58 5 99
57 80 20
91 6 5
13 74 68
9 47 43
1 77 40
21 74 2
81 46 20
66 225
1 2 82
2 3 989
3 4 245
4 5 467
5 6 476
6 7 974
7 8 148
8 9 32
9 10 486
10 11 297
11 12 82
12 13 176
13 14 231
14 15 400
15 16 707
16 17 832
17 18 875
18 19 966
19 20 288
20 21 293
21 22 862
22 23 537
23 24 597
24 25 92
25 26 839
26 27 984
27 28 940
28 29 847
29 30 961
30 31 481
31 32 280
32 33 515
33 34 110
34 35 695
35 36 220
36 37 336
37 38 893
38 39 586
39 40 844
40 41 304
41 42 646
42 43 103
43 44 116
44 45 708
45 46 451
46 47 2
47 48 384
48 49 531
49 50 641
50 51 817
51 52 140
52 53 829
53 54 159
54 55 867
55 56 597
56 57 391
57 58 575
58 59 80
59 60 288
60 61 815
61 62 819
62 63 963
63 64 497
64 65 994
65 66 801
12 15 72
66 13 25
63 66 8
20 32 89
1 60 84
31 33 43
52 49 46
64 49 63
36 59 51
43 40 0
14 5 80
38 52 17
27 15 32
47 6 83
20 19 13
30 54 54
5 2 52
32 41 41
29 66 24
51 31 31
64 56 62
23 61 84
17 14 94
56 31 14
7 26 81
27 58 72
7 53 40
20 23 46
22 50 51
31 60 81
29 8 94
12 48 89
56 61 51
53 36 20
28 30 57
48 16 53
66 40 24
36 38 29
43 54 9
9 18 61
9 15 25
51 4 97
55 46 54
4 5 95
48 2 13
53 63 64
26 51 5
41 56 45
51 40 95
17 47 30
22 2 54
14 15 70
19 44 86
12 24 94
64 16 89
4 23 24
58 25 97
33 26 58
30 59 76
52 2 35
48 61 61
39 26 83
1 11 20
64 4 95
11 55 56
30 34 97
59 8 64
62 46 35
6 48 81
24 65 82
42 25 67
36 40 27
2 43 76
25 66 83
6 33 89
28 24 63
38 38 41
10 22 42
29 64 19
44 17 2
29 17 86
40 34 33
44 65 57
19 10 21
22 61 17
25 64 31
37 16 5
62 26 7
15 64 12
33 47 62
27 26 47
65 61 61
23 7 45
53 33 75
48 23 22
33 64 86
31 61 98
52 40 64
43 62 8
36 54 68
52 8 7
25 49 26
16 5 32
63 51 0
6 13 36
26 64 41
52 18 43
23 19 20
33 13 26
27 33 1
60 18 80
40 63 90
15 2 74
30 50 29
50 19 86
30 61 79
58 50 37
15 26 13
23 45 93
38 24 14
56 4 76
23 26 26
54 14 22
38 46 3
37 27 93
33 44 11
1 65 4
20 21 10
25 8 68
59 35 93
19 56 1
41 66 88
12 11 83
20 38 11
59 22 63
31 23 11
13 8 88
40 12 4
1 41 31
25 28 16
11 8 70
65 54 26
51 19 30
2 45 90
35 32 50
19 37 59
22 12 68
18 24 32
4 8 47
52 23 42
51 14 30
37 49 25
2 36 48
11 25 75
64 60 21
48 53 98
6 1 56
3 48 94
6 54 45
27 65 79
27 350
1 2 839
2 3 650
3 4 998
4 5 180
5 6 407
6 7 843
7 8 804
8 9 250
9 10 114
10 11 33
11 12 723
12 13 997
13 14 145
14 15 563
15 16 646
16 17 846
17 18 149
18 19 7
19 20 759
20 21 650
21 22 163
22 23 946
23 24 249
24 25 616
25 26 675
26 27 946
16 7 58
16 14 63
15 25 32
23 18 91
14 15 85
6 19 62
10 1 35
23 7 92
19 23 17
6 24 45
20 22 79
1 6 57
12 17 93
15 24 58
7 14 2
10 26 21
2 17 98
7 13 15
8 1 85
23 11 64
2 10 13
17 9 15
25 4 89
17 20 89
11 10 96
7 12 57
11 18 44
24 27 41
27 16 87
21 17 68
6 9 98
18 22 21
8 6 97
22 8 56
18 14 53
23 26 14
18 9 92
9 21 98
15 3 7
10 18 46
11 4 26
24 26 72
9 12 37
4 9 1
4 6 33
11 6 7
1 3 4
2 5 87
16 15 57
7 6 13
22 5 93
20 1 68
16 6 99
16 8 23
5 17 43
1 9 72
16 25 55
13 23 30
21 18 4
17 4 89
15 1 93
9 20 40
19 16 25
5 9 55
2 2 64
6 10 87
27 8 44
17 13 72
10 22 43
6 25 34
11 24 82
18 19 90
11 22 40
3 27 49
15 12 88
15 10 24
13 20 80
7 11 91
3 11 12
6 26 50
9 23 18
26 17 72
2 15 12
3 19 96
12 13 96
8 8 0
24 4 81
20 12 78
12 10 6
12 8 63
9 25 91
8 15 21
24 5 10
6 21 57
23 25 72
1 21 18
1 4 68
17 6 52
18 4 27
26 3 2
15 21 34
16 1 12
22 6 45
20 16 17
7 17 24
5 19 6
6 6 72
22 1 89
4 5 75
19 27 47
3 21 45
22 27 38
17 17 14
15 18 68
5 7 67
3 18 89
5 25 5
10 17 23
14 2 84
25 2 82
12 21 90
25 20 0
10 3 9
10 14 45
16 4 66
13 3 81
17 22 71
16 10 27
2 1 85
20 18 75
13 2 90
27 13 85
5 15 64
25 13 68
7 1 84
7 25 53
8 3 64
25 25 51
24 8 34
22 19 75
7 2 21
19 4 53
10 7 62
8 18 32
26 22 47
13 9 64
14 4 26
17 23 28
21 19 82
23 23 2
24 22 55
17 24 84
5 12 45
3 4 63
17 1 93
27 4 60
11 11 6
13 22 13
26 5 79
19 15 56
10 13 7
15 6 15
15 7 72
9 26 48
25 21 80
24 16 84
26 25 61
25 3 89
10 27 93
18 17 95
1 11 72
27 9 28
6 20 63
24 25 64
16 21 62
23 24 14
13 15 57
26 21 45
19 25 92
12 19 59
12 27 72
1 12 7
27 5 67
2 8 28
12 6 25
4 15 5
14 8 79
26 1 14
18 26 28
16 18 22
20 20 67
20 7 31
23 5 63
20 2 98
24 18 92
4 23 7
3 20 44
7 22 27
9 19 40
12 26 95
25 17 45
20 10 50
21 22 18
1 14 43
14 17 77
22 2 77
3 2 4
2 19 28
12 23 44
13 6 73
22 16 49
19 20 57
8 19 58
20 24 63
18 5 70
6 27 47
11 2 24
5 14 51
3 7 82
23 8 74
25 8 28
9 22 73
25 12 85
13 18 21
11 25 84
3 24 72
1 1 92
5 13 42
9 9 26
23 16 78
15 22 17
2 27 11
27 25 20
3 3 92
27 15 17
1 19 67
19 10 33
20 11 60
23 10 75
21 20 33
11 19 92
24 24 48
5 3 93
8 9 16
18 18 74
23 15 14
13 11 37
23 1 22
11 21 1
22 14 17
4 13 76
12 11 99
26 15 24
7 26 24
24 21 83
2 9 92
5 1 92
21 2 35
12 12 85
13 13 81
1 27 84
10 25 80
17 19 32
18 12 5
26 11 27
2 26 52
21 4 7
22 4 88
3 14 30
7 21 58
24 14 75
10 10 58
6 5 48
11 16 63
5 10 81
7 9 46
23 6 69
25 22 46
3 6 66
11 17 26
13 16 92
8 26 46
26 20 9
1 13 87
12 14 76
11 9 19
21 10 40
8 21 9
23 14 53
11 15 10
16 12 85
4 2 71
8 20 48
27 26 67
5 5 70
14 19 83
7 7 84
17 8 84
23 21 81
15 9 93
2 12 62
15 17 94
16 3 44
27 23 71
11 14 32
9 24 79
14 14 71
18 1 31
16 26 65
21 14 27
14 9 29
7 19 34
24 19 64
10 4 10
22 22 87
17 27 33
23 3 71
12 4 41
14 26 39
16 16 58
24 1 12
16 2 97
16 5 16
14 13 56
30 415
1 2 439
2 3 934
3 4 855
4 5 76
5 6 933
6 7 932
7 8 224
8 9 719
9 10 73
10 11 614
11 12 119
12 13 263
13 14 674
14 15 704
15 16 526
16 17 363
17 18 750
18 19 716
19 20 578
20 21 969
21 22 404
22 23 121
23 24 931
24 25 611
25 26 200
26 27 61
27 28 326
28 29 150
29 30 168
11 6 69
16 12 87
2 9 96
9 21 10
22 26 21
10 9 45
19 16 98
10 29 91
4 13 20
13 12 19
21 29 93
9 14 30
18 3 80
23 2 9
8 19 5
13 22 16
24 15 97
6 6 44
13 8 89
24 21 22
11 15 50
24 28 74
30 13 13
15 15 48
11 21 38
3 4 73
13 19 39
14 12 3
16 21 86
14 29 92
5 15 76
15 28 20
4 9 3
20 7 6
15 7 42
3 14 59
12 27 92
20 10 52
23 17 7
17 2 89
29 4 38
30 26 78
13 5 4
4 20 36
29 8 99
28 13 9
19 1 1
8 2 6
2 14 16
8 10 42
10 17 82
12 17 22
16 3 97
4 4 88
15 30 62
28 21 32
7 5 89
14 5 82
18 21 76
23 1 38
2 1 94
7 24 81
21 12 16
20 18 0
6 15 87
8 6 72
7 2 0
13 1 35
5 4 84
27 20 85
22 11 2
